# frequency/[Hz] Re(h+)/[1/Hz] Im(h+)/[1/Hz] Re(hx)/[1/Hz] Im(hx)/[1/Hz]
3.250000000000000000e+01 -3.542160907715548582e-24 -1.405390445995465078e-23 1.342609132268352715e-23 -3.383926222220952332e-24
3.275000000000000000e+01 5.222167610514961227e-25 -1.433832767962706753e-23 1.369780884662817634e-23 4.988884010199122250e-25
3.300000000000000000e+01 4.381433153614353568e-24 -1.351207196651872993e-23 1.290846345925264901e-23 4.185706670504106376e-24
3.325000000000000000e+01 7.763241837404220619e-24 -1.172713097893503249e-23 1.120325898933575618e-23 7.416443890454827621e-24
3.350000000000000000e+01 1.046343653380752277e-23 -9.188837851363321272e-24 8.778355971699349944e-24 9.996016043249543070e-24
3.375000000000000000e+01 1.235074349659332850e-23 -6.132123467437050165e-24 5.858190505732686974e-24 1.179901361652182273e-23
3.400000000000000000e+01 1.336515320853806847e-23 -2.799930343149856176e-24 2.674852429187774570e-24 1.276810782589224120e-23
3.425000000000000000e+01 1.351125122413809142e-23 5.749578595805532015e-25 -5.492734600138350799e-25 1.290767938090728770e-23
3.450000000000000000e+01 1.284814234462857835e-23 3.784004700225161758e-24 -3.614966418439040215e-24 1.227419276524505174e-23
3.475000000000000000e+01 1.147744866443807306e-23 6.652751515641491518e-24 -6.355561164559968754e-24 1.096473043197668669e-23
3.500000000000000000e+01 9.530654311151881326e-24 9.046588144404275462e-24 -8.642460814471045546e-24 9.104902876710285466e-24
3.525000000000000000e+01 7.156813722507645216e-24 1.087291965991326472e-23 -1.038720682313985588e-23 6.837106007915207685e-24
3.550000000000000000e+01 4.511371927721052753e-24 1.208033859191084424e-23 -1.154068818427533755e-23 4.309840846347202556e-24
3.575000000000000000e+01 1.746590310516883876e-24 1.265547883851625084e-23 -1.209013588375826338e-23 1.668566986429444402e-24
3.600000000000000000e+01 -9.961536370728414416e-25 1.261822677353131671e-23 -1.205454793537912172e-23 -9.516536661304775707e-25
3.625000000000000000e+01 -3.592110018658356569e-24 1.201591612526911155e-23 -1.147914358484896524e-23 -3.431644016725380451e-24
3.650000000000000000e+01 -5.937005039045999821e-24 1.091705332557140850e-23 -1.042936895873850241e-23 -5.671788367751654035e-24
3.675000000000000000e+01 -7.949158706572449878e-24 9.405023708983315100e-24 -8.984884419032202652e-24 -7.594055519379200445e-24
3.700000000000000000e+01 -9.570102342234691802e-24 7.572127597504762986e-24 -7.233867066678437809e-24 -9.142588693440221985e-24
3.725000000000000000e+01 -1.076396146097094955e-23 5.514197320738205230e-24 -5.267868229108970423e-24 -1.028311598251097580e-23
3.750000000000000000e+01 -1.151587949192755300e-23 3.325957249285801343e-24 -3.177380769272467124e-24 -1.100144448542356326e-23
3.775000000000000000e+01 -1.182974880989522774e-23 1.097212312366729735e-24 -1.048197869010987452e-24 -1.130129269760046534e-23
3.800000000000000000e+01 -1.172549332271886283e-23 -1.090112252008149565e-24 1.041414981092367676e-24 -1.120169449016215606e-23
3.825000000000000000e+01 -1.123611630901542459e-23 -3.164105857852914241e-24 3.022759569998400817e-24 -1.073417882603292128e-23
3.850000000000000000e+01 -1.040469236705015622e-23 -5.064243659988097136e-24 4.838014805996528860e-24 -9.939896083859844720e-24
3.875000000000000000e+01 -9.281446376919099695e-24 -6.742078863430956487e-24 6.440898099391980250e-24 -8.866827508197539096e-24
3.900000000000000000e+01 -7.921027625718523097e-24 -8.161354971818262814e-24 7.796772596590060223e-24 -7.567181104398878433e-24
3.925000000000000000e+01 -6.380055301103713156e-24 -9.297642130553649502e-24 8.882299768447830762e-24 -6.095046779382047773e-24
3.950000000000000000e+01 -4.714983411572713326e-24 -1.013760079061793054e-23 9.684735967543659430e-24 -4.504356639757421980e-24
3.975000000000000000e+01 -2.980309339113693586e-24 -1.067797030213726367e-23 1.020096620308603608e-23 -2.847173571643602216e-24
4.000000000000000000e+01 -1.227130792217899535e-24 -1.092437122086253025e-23 1.043635995051224078e-23 -1.172312657179374842e-24
4.025000000000000000e+01 4.979592475209173621e-25 -1.088999932339497209e-23 1.040352350739792390e-23 4.757145141580235090e-25
4.050000000000000000e+01 2.153661240594945423e-24 -1.059427759077243889e-23 1.012101219535609165e-23 2.057453327418232918e-24
4.075000000000000000e+01 3.704470892909428689e-24 -1.006152052309264756e-23 9.612054342123534969e-24 3.538985529049588202e-24
4.100000000000000000e+01 5.120928270491420902e-24 -9.319653675259147764e-24 8.903328017943296173e-24 4.892167213206705056e-24
4.125000000000000000e+01 6.379650787396861336e-24 -8.399020664184631345e-24 8.023821335897481704e-24 6.094660336028534093e-24
4.150000000000000000e+01 7.463187006126301961e-24 -7.331300351490407584e-24 7.003798005999087023e-24 7.129793047051932296e-24
4.175000000000000000e+01 8.359727064933098243e-24 -6.148548593946804329e-24 5.873881892360150939e-24 7.986283052251734247e-24
4.200000000000000000e+01 9.062703326764054013e-24 -4.882371924485686989e-24 4.664267607356602065e-24 8.657856102710023486e-24
4.225000000000000000e+01 9.570311881243285411e-24 -3.563234757904149835e-24 3.404058665696636313e-24 9.142788871965205110e-24
4.250000000000000000e+01 9.884982117358659301e-24 -2.219897136292102827e-24 2.120730346769241204e-24 9.443402223838596344e-24
4.275000000000000000e+01 1.001281795785235699e-23 -8.789765362670753243e-25 8.397110767363139198e-25 9.565527407887694911e-24
4.300000000000000000e+01 9.963030692976493593e-24 4.353752691732021931e-25 -4.159262744537112295e-25 9.517964229495905313e-24
4.325000000000000000e+01 9.747379811641879243e-24 1.701690997705920448e-24 -1.625673406510539010e-24 9.311946860097547537e-24
4.350000000000000000e+01 9.379634902861688239e-24 2.901313991676600648e-24 -2.771707088163541387e-24 8.960629776449840724e-24
4.375000000000000000e+01 8.875068707570880594e-24 4.018443838365247543e-24 -3.838932739488740306e-24 8.478603458737473803e-24
4.400000000000000000e+01 8.249995599150789463e-24 5.040117865843528157e-24 -4.814966754379256948e-24 7.881453488000523762e-24
4.425000000000000000e+01 7.521334254522095889e-24 5.956128391251909660e-24 -5.690057445490439370e-24 7.185342753494663856e-24
4.450000000000000000e+01 6.706226904082229754e-24 6.758892748048004045e-24 -6.456960877604311035e-24 6.406647711417255606e-24
4.475000000000000000e+01 5.821714243350858593e-24 7.443294266002122236e-24 -7.110788951334141274e-24 5.561647818833135930e-24
4.500000000000000000e+01 4.884451304302452220e-24 8.006495052594830167e-24 -7.648830547913009538e-24 4.666254097544719291e-24
4.525000000000000000e+01 3.910469142970671322e-24 8.447730686717064209e-24 -8.070355394294840725e-24 3.735781467538853175e-24
4.550000000000000000e+01 2.914980159578949944e-24 8.768093987599593966e-24 -8.376407491513883371e-24 2.784762763816587572e-24
4.575000000000000000e+01 1.912224241267473277e-24 8.970314005272461880e-24 -8.569593978037027606e-24 1.826801752200694779e-24
4.600000000000000000e+01 9.153524860152738946e-25 9.058535404653452783e-24 -8.653874369161015342e-24 8.744620475188657825e-25
4.625000000000000000e+01 -6.365500001198730453e-26 9.038102501798865679e-24 -8.634354240751511856e-24 -6.081141690848809881e-26
4.650000000000000000e+01 -1.014040868484185236e-24 8.915351370053714473e-24 -8.517086622384731017e-24 -9.687418428092770337e-25
4.675000000000000000e+01 -1.926295512347578557e-24 8.697412673014953225e-24 -8.308883638116079953e-24 -1.840244434345435618e-24
4.700000000000000000e+01 -2.792158849192840688e-24 8.392027203568209179e-24 -8.017140285719205161e-24 -2.667428101814702874e-24
4.725000000000000000e+01 -3.604602347064185815e-24 8.007375513873927566e-24 -7.649671677406450205e-24 -3.443578290399115335e-24
4.750000000000000000e+01 -4.357794544461239106e-24 7.551922507802612932e-24 -7.214564574598955228e-24 -4.163124040450282819e-24
4.775000000000000000e+01 -5.047053089935030405e-24 7.034277430945657205e-24 -6.720043632434997654e-24 -4.821592169562709770e-24
4.800000000000000000e+01 -5.668786077434449278e-24 6.463069328782452580e-24 -6.174352421444320797e-24 -5.415551228575623789e-24
4.825000000000000000e+01 -6.220425192003117733e-24 5.846837744912865191e-24 -5.585649008486745195e-24 -5.942547633771558891e-24
4.850000000000000000e+01 -6.700352915092093787e-24 5.193938192117049174e-24 -4.961915650589409399e-24 -6.401036124058403683e-24
4.875000000000000000e+01 -7.107825776439413998e-24 4.512461742890717899e-24 -4.310881977517154020e-24 -6.790306441325236405e-24
4.900000000000000000e+01 -7.442895385411174554e-24 3.810167946620584758e-24 -3.639960905658142439e-24 -7.110407889455133810e-24
4.925000000000000000e+01 -7.706328732822467086e-24 3.094430181536822491e-24 -2.956196431202692710e-24 -7.362073196406825038e-24
4.950000000000000000e+01 -7.899529027350311992e-24 2.372192485173370908e-24 -2.266222389064400960e-24 -7.546642887007138640e-24
4.975000000000000000e+01 -8.024458120550160593e-24 1.649936871890978836e-24 -1.576231230388096191e-24 -7.665991173381259985e-24
5.000000000000000000e+01 -8.083561382272867767e-24 9.336601351034866578e-25 -8.919518610623101201e-25 -7.722454186319664909e-24
5.025000000000000000e+01 -8.079695714372248557e-24 2.288591407723113054e-25 -2.186355921797586954e-25 -7.718761204742569341e-24
5.050000000000000000e+01 -8.016061234950311481e-24 -4.594763565210939045e-25 4.389507229712594280e-25 -7.657969391732542600e-24
5.075000000000000000e+01 -7.896137027545095295e-24 -1.126864306496419189e-24 1.076525255341189714e-24 -7.543402413921446260e-24
5.100000000000000000e+01 -7.723621228898793813e-24 -1.769325250256019945e-24 1.690286315603988550e-24 -7.378593205645499746e-24
5.125000000000000000e+01 -7.502375624298451658e-24 -2.383372333590955152e-24 2.276902813586707051e-24 -7.167231039311538287e-24
5.150000000000000000e+01 -7.236374829872599343e-24 -2.965997221013281075e-24 2.833500801547242462e-24 -6.913112977811682597e-24
5.175000000000000000e+01 -6.929660065479733108e-24 -3.514652624859397539e-24 3.357646783733999546e-24 -6.620099712459850308e-24
5.200000000000000000e+01 -6.586297458726373110e-24 -4.027232102593731100e-24 3.847328416180274619e-24 -6.292075729644177905e-24
5.225000000000000000e+01 -6.210340768976008485e-24 -4.502047714443450900e-24 4.300933162412537334e-24 -5.932913700021380400e-24
5.250000000000000000e+01 -5.805798378767602556e-24 -4.937806073690237042e-24 4.717225413618645833e-24 -5.546442944487849561e-24
5.275000000000000000e+01 -5.376604367681657165e-24 -5.333583264150359393e-24 5.095322526609113214e-24 -5.136421800228032826e-24
5.300000000000000000e+01 -4.926593459294743735e-24 -5.688799044147354963e-24 5.434670180144628608e-24 -4.706513686833474547e-24
5.325000000000000000e+01 -4.459479614393367349e-24 -6.003190704091719749e-24 5.735017400344582174e-24 -4.260266655796241208e-24
5.350000000000000000e+01 -3.978838032147965511e-24 -6.276786895883015785e-24 5.996391559176756227e-24 -3.801096195722777507e-24
5.375000000000000000e+01 -3.488090314571823023e-24 -6.509881706955384939e-24 6.219073606661756632e-24 -3.332271059523079020e-24
5.400000000000000000e+01 -2.990492547532626957e-24 -6.703009209954789422e-24 6.403573757461857054e-24 -2.856901877864844822e-24
5.425000000000000000e+01 -2.489126053106854066e-24 -6.856918680790747605e-24 6.550607815986838569e-24 -2.377932324636798205e-24
5.450000000000000000e+01 -1.986890572534732961e-24 -6.972550643082231961e-24 6.661074290977489199e-24 -1.898132604433284976e-24
5.475000000000000000e+01 -1.486499645878735420e-24 -7.051013865715524984e-24 6.736032420623836125e-24 -1.420095038611712970e-24
5.500000000000000000e+01 -9.904779631828923409e-25 -7.093563412221918107e-24 6.776681202516539238e-24 -9.462315347803349639e-25
5.525000000000000000e+01 -5.011604720716893941e-25 -7.101579815783762936e-24 6.784339498942809767e-24 -4.787727342623048751e-25
5.550000000000000000e+01 -2.069303789188122444e-26 -7.076549431721333863e-24 6.760427267062936786e-24 -1.976864274777092069e-26
5.575000000000000000e+01 4.489655355986530007e-25 -7.020046000091462639e-24 6.706447945140742715e-24 4.289094392850660164e-25
5.600000000000000000e+01 9.060403046688386403e-25 -6.933713434350790319e-24 6.623972010068135282e-24 8.655658580274059696e-25
